Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
10.02.2023 11:00;Sell Stop;0.26;USDJPY;129.806;130.136;96.574;10.02.2023 20:59;131.552;;;;cancelled
10.02.2023 11:00;Sell Stop;0.26;USDJPY;129.806;130.136;96.574;10.02.2023 20:59;131.551;;;;cancelled
10.02.2023 4:21;Buy Stop;0.32;USDJPY;131.883;131.599;156.571;10.02.2023 20:59;131.552;;;;cancelled
10.02.2023 4:21;Buy Stop;0.32;USDJPY;131.883;131.599;156.571;10.02.2023 20:59;131.551;;;;cancelled
10.02.2023 10:00;Sell;0.34;USDJPY;130.243;130.615;106.532;10.02.2023 10:38;130.626;-2.38;;-99.69;[sl]
10.02.2023 10:00;Sell;0.34;USDJPY;130.243;130.615;106.532;10.02.2023 10:38;130.626;-2.38;;-99.69;[sl]
10.02.2023 10:00;Sell;0.36;USDJPY;130.243;130.600;106.532;10.02.2023 10:38;130.610;-2.52;;-101.16;[sl]
10.02.2023 10:00;Sell;0.36;USDJPY;130.243;130.600;106.532;10.02.2023 10:38;130.610;-2.52;;-101.16;[sl]
10.02.2023 3:34;Buy;0.34;USDJPY;131.893;131.553;155.636;10.02.2023 4:21;131.549;-2.38;;-88.91;[sl]
10.02.2023 3:34;Buy;0.34;USDJPY;131.893;131.553;155.636;10.02.2023 4:21;131.549;-2.38;;-88.91;[sl]
09.02.2023 17:32;Sell Stop;0.31;USDJPY;130.340;130.639;106.532;09.02.2023 20:59;131.421;;;;cancelled
09.02.2023 7:45;Buy Stop;0.33;USDJPY;131.828;131.543;151.540;09.02.2023 20:59;131.424;;;;cancelled
09.02.2023 17:32;Sell Stop;0.31;USDJPY;130.340;130.639;106.532;09.02.2023 20:59;131.423;;;;cancelled
09.02.2023 7:45;Buy Stop;0.34;USDJPY;131.828;131.544;151.540;09.02.2023 20:59;131.423;;;;cancelled
09.02.2023 15:30;Sell;0.38;USDJPY;130.640;130.940;111.819;09.02.2023 17:32;130.944;-2.66;;-88.22;[sl]
09.02.2023 15:30;Sell;0.38;USDJPY;130.640;130.940;111.819;09.02.2023 17:32;130.944;-2.66;;-88.22;[sl]
09.02.2023 15:31;Sell;0.40;USDJPY;130.600;130.840;115.508;09.02.2023 17:25;130.834;-2.80;;-71.54;[sl]
09.02.2023 15:31;Sell;0.40;USDJPY;130.600;130.840;115.508;09.02.2023 17:25;130.834;-2.80;;-71.54;[sl]
09.02.2023 2:53;Buy;0.38;USDJPY;131.544;131.281;146.627;09.02.2023 7:45;131.090;-2.66;;-131.60;[sl]
09.02.2023 2:53;Buy;0.38;USDJPY;131.544;131.281;146.627;09.02.2023 7:45;131.090;-2.66;;-131.60;[sl]
08.02.2023 1:01;Sell Stop;0.34;USDJPY;130.475;130.760;94.747;08.02.2023 20:59;131.283;;;;cancelled
08.02.2023 1:01;Buy Stop;0.34;USDJPY;132.068;131.757;157.556;08.02.2023 20:59;131.283;;;;cancelled
08.02.2023 1:01;Buy Stop;0.34;USDJPY;132.068;131.757;157.556;08.02.2023 20:59;131.283;;;;cancelled
08.02.2023 1:01;Sell Stop;0.34;USDJPY;130.475;130.760;94.747;08.02.2023 20:59;131.282;;;;cancelled
08.02.2023 1:01;Buy Stop;0.36;USDJPY;132.708;132.439;168.436;08.02.2023 20:59;131.283;;;;cancelled
08.02.2023 3:57;Sell Stop;0.35;USDJPY;130.475;130.756;94.747;08.02.2023 20:59;131.283;;;;cancelled
08.02.2023 1:01;Buy Stop;0.36;USDJPY;132.708;132.439;168.436;08.02.2023 20:59;131.282;;;;cancelled
08.02.2023 3:57;Sell Stop;0.35;USDJPY;130.475;130.756;94.747;08.02.2023 20:59;131.282;;;;cancelled
07.02.2023 2:22;Buy Stop;0.41;USDJPY;132.904;132.670;155.144;07.02.2023 20:59;131.391;;;;cancelled
07.02.2023 1:01;Buy Stop;0.40;USDJPY;132.904;132.660;162.600;07.02.2023 20:59;131.390;;;;cancelled
07.02.2023 1:01;Buy Stop;0.40;USDJPY;132.904;132.660;162.600;07.02.2023 20:59;131.390;;;;cancelled
07.02.2023 2:22;Buy Stop;0.41;USDJPY;132.904;132.670;155.144;07.02.2023 20:59;131.394;;;;cancelled
07.02.2023 17:44;Sell;0.40;USDJPY;131.679;131.422;112.334;07.02.2023 20:47;131.431;-2.80;;75.48;[sl]
07.02.2023 17:44;Sell;0.40;USDJPY;131.679;131.400;112.334;07.02.2023 20:47;131.401;-2.80;;84.63;[sl]
07.02.2023 17:49;Sell;0.42;USDJPY;131.508;131.322;109.274;07.02.2023 20:44;131.323;-2.94;;59.17;[sl]
07.02.2023 17:49;Sell;0.42;USDJPY;131.508;131.322;109.274;07.02.2023 20:44;131.323;-2.94;;59.17;[sl]
06.02.2023 15:40;Buy;0.36;USDJPY;132.476;132.206;198.677;06.02.2023 21:00;132.616;-2.52;;38.00;
06.02.2023 1:01;Sell Stop;0.36;USDJPY;130.454;130.734;91.254;06.02.2023 20:59;132.669;;;;cancelled
06.02.2023 1:01;Sell Stop;0.36;USDJPY;130.454;130.734;91.254;06.02.2023 20:59;132.663;;;;cancelled
06.02.2023 15:40;Buy;0.36;USDJPY;132.476;132.682;198.677;06.02.2023 20:31;132.681;-2.52;;55.62;[sl]
03.02.2023 16:15;Buy;0.36;USDJPY;130.208;130.413;164.140;03.02.2023 21:00;131.111;-2.52;;247.94;
03.02.2023 16:15;Buy;0.36;USDJPY;130.208;130.836;164.140;03.02.2023 21:00;131.111;-2.52;;247.94;
03.02.2023 15:30;Buy;0.48;USDJPY;129.268;130.836;145.848;03.02.2023 21:00;131.111;-3.36;;674.73;
03.02.2023 1:01;Sell Stop;0.46;USDJPY;128.250;128.511;81.082;03.02.2023 20:59;131.116;;;;cancelled
03.02.2023 1:01;Sell Stop;0.46;USDJPY;128.250;128.511;81.082;03.02.2023 20:59;131.116;;;;cancelled
03.02.2023 1:01;Sell Stop;0.48;USDJPY;128.083;128.251;111.363;03.02.2023 20:59;131.116;;;;cancelled
03.02.2023 1:01;Sell Stop;0.48;USDJPY;128.083;128.251;111.363;03.02.2023 20:59;131.116;;;;cancelled
03.02.2023 15:30;Buy;0.48;USDJPY;129.268;129.302;145.848;03.02.2023 15:30;129.299;-3.36;;ноя.51;[sl]
03.02.2023 15:30;Buy;0.46;USDJPY;129.268;128.818;143.808;03.02.2023 15:30;129.370;-3.22;;36.27;
03.02.2023 15:30;Buy;0.46;USDJPY;129.268;128.818;143.808;03.02.2023 15:30;129.396;-3.22;;45.50;
02.02.2023 16:00;Sell Stop;0.36;USDJPY;128.083;128.306;99.427;02.02.2023 20:59;128.526;;;;cancelled
02.02.2023 1:01;Buy Stop;0.43;USDJPY;129.874;129.651;158.530;02.02.2023 20:59;128.528;;;;cancelled
02.02.2023 1:01;Buy Stop;0.43;USDJPY;129.874;129.651;158.530;02.02.2023 20:59;128.529;;;;cancelled
02.02.2023 16:00;Sell Stop;0.36;USDJPY;128.083;128.306;99.427;02.02.2023 20:59;128.529;;;;cancelled
02.02.2023 1:01;Buy Stop;0.45;USDJPY;130.412;130.228;160.348;02.02.2023 20:59;128.523;;;;cancelled
02.02.2023 1:01;Buy Stop;0.45;USDJPY;130.412;130.228;160.348;02.02.2023 20:59;128.522;;;;cancelled
02.02.2023 15:30;Sell;0.38;USDJPY;128.145;128.391;92.400;02.02.2023 15:54;128.398;-2.66;;-74.88;[sl]
02.02.2023 15:30;Sell;0.39;USDJPY;128.145;128.391;92.400;02.02.2023 15:54;128.398;-2.73;;-76.85;[sl]
02.02.2023 1:11;Sell;0.43;USDJPY;128.530;128.736;98.605;02.02.2023 3:46;128.740;-3.01;;-70.14;[sl]
02.02.2023 1:11;Sell;0.43;USDJPY;128.530;128.496;98.605;02.02.2023 3:10;128.505;-3.01;;авг.37;[sl]
01.02.2023 13:21;Sell;0.45;USDJPY;129.717;129.539;116.735;01.02.2023 21:00;129.388;-3.15;;114.42;
01.02.2023 13:21;Sell;0.47;USDJPY;129.717;129.539;117.119;01.02.2023 21:00;129.380;-3.29;;122.42;
01.02.2023 1:01;Buy Stop;0.45;USDJPY;130.412;130.200;150.124;01.02.2023 20:59;129.364;;;;cancelled
01.02.2023 1:01;Buy Stop;0.45;USDJPY;130.412;130.200;150.124;01.02.2023 20:59;129.365;;;;cancelled
01.02.2023 1:01;Buy Stop;0.47;USDJPY;130.532;130.365;143.156;01.02.2023 20:59;129.365;;;;cancelled
01.02.2023 1:01;Buy Stop;0.47;USDJPY;130.532;130.365;143.156;01.02.2023 20:59;129.365;;;;cancelled
01.02.2023 13:21;Sell;0.45;USDJPY;129.717;129.365;116.735;01.02.2023 20:46;129.366;-3.15;;122.10;[sl]
01.02.2023 13:21;Sell;0.47;USDJPY;129.717;129.365;117.119;01.02.2023 20:46;129.366;-3.29;;127.52;[sl]
31.01.2023 1:01;Buy Stop;0.41;USDJPY;130.570;130.374;152.426;31.01.2023 20:59;130.154;;;;cancelled
31.01.2023 18:00;Sell Stop;0.37;USDJPY;129.743;129.960;116.511;31.01.2023 20:59;130.149;;;;cancelled
31.01.2023 18:00;Sell Stop;0.37;USDJPY;129.743;129.960;116.511;31.01.2023 20:59;130.149;;;;cancelled
31.01.2023 1:01;Buy Stop;0.41;USDJPY;130.570;130.374;152.426;31.01.2023 20:59;130.148;;;;cancelled
31.01.2023 1:01;Sell Stop;0.44;USDJPY;129.204;129.389;107.348;31.01.2023 20:59;130.149;;;;cancelled
31.01.2023 4:03;Buy Stop;0.42;USDJPY;130.570;130.375;152.426;31.01.2023 20:59;130.149;;;;cancelled
31.01.2023 1:01;Sell Stop;0.44;USDJPY;129.204;129.389;107.348;31.01.2023 20:59;130.148;;;;cancelled
31.01.2023 4:03;Buy Stop;0.42;USDJPY;130.570;130.375;152.426;31.01.2023 20:59;130.149;;;;cancelled
31.01.2023 15:55;Sell;0.41;USDJPY;129.826;130.059;118.347;31.01.2023 17:10;130.052;-2.87;;-71.25;[sl]
31.01.2023 15:55;Sell;0.41;USDJPY;129.826;130.059;118.347;31.01.2023 17:10;130.052;-2.87;;-71.25;[sl]
30.01.2023 16:20;Buy;0.37;USDJPY;130.293;130.065;142.996;30.01.2023 21:00;130.420;-2.59;;36.03;
30.01.2023 16:20;Buy;0.37;USDJPY;130.293;130.296;142.996;30.01.2023 21:00;130.420;-2.59;;36.03;
30.01.2023 7:00;Sell Stop;0.33;USDJPY;129.204;129.444;111.796;30.01.2023 20:59;130.434;;;;cancelled
30.01.2023 7:00;Sell Stop;0.33;USDJPY;129.204;129.444;111.796;30.01.2023 20:59;130.434;;;;cancelled
30.01.2023 6:00;Sell;0.40;USDJPY;129.560;129.788;117.865;30.01.2023 6:01;129.919;-2.80;;-110.53;[sl]
30.01.2023 6:00;Sell;0.40;USDJPY;129.560;129.788;117.865;30.01.2023 6:01;129.919;-2.80;;-110.53;[sl]
30.01.2023 6:00;Sell;0.43;USDJPY;129.392;129.701;117.162;30.01.2023 6:01;129.682;-3.01;;-96.16;[sl]
30.01.2023 6:00;Sell;0.43;USDJPY;129.392;129.701;117.162;30.01.2023 6:01;129.682;-3.01;;-96.16;[sl]
30.01.2023 3:32;Buy;0.40;USDJPY;130.280;130.046;142.605;30.01.2023 4:54;130.042;-2.80;;-73.21;[sl]
30.01.2023 3:32;Buy;0.40;USDJPY;130.280;130.046;142.605;30.01.2023 4:54;130.042;-2.80;;-73.21;[sl]
30.01.2023 3:32;Buy;0.43;USDJPY;130.280;130.066;142.605;30.01.2023 4:38;130.064;-3.01;;-71.41;[sl]
30.01.2023 3:32;Buy;0.43;USDJPY;130.280;130.066;142.605;30.01.2023 4:38;130.064;-3.01;;-71.41;[sl]
27.01.2023 1:01;Sell Stop;0.34;USDJPY;129.498;129.773;111.578;27.01.2023 20:59;129.912;;;;cancelled
27.01.2023 1:01;Buy Stop;0.34;USDJPY;130.618;130.362;156.074;27.01.2023 20:59;129.913;;;;cancelled
27.01.2023 1:01;Sell Stop;0.34;USDJPY;129.498;129.773;111.578;27.01.2023 20:59;129.915;;;;cancelled
27.01.2023 1:01;Buy Stop;0.34;USDJPY;130.618;130.362;156.074;27.01.2023 20:59;129.912;;;;cancelled
27.01.2023 1:01;Sell Stop;0.36;USDJPY;129.027;129.269;103.571;27.01.2023 20:59;129.915;;;;cancelled
27.01.2023 1:06;Buy Stop;0.36;USDJPY;130.618;130.375;156.074;27.01.2023 20:59;129.918;;;;cancelled
27.01.2023 1:01;Sell Stop;0.36;USDJPY;129.027;129.269;103.571;27.01.2023 20:59;129.912;;;;cancelled
27.01.2023 1:06;Buy Stop;0.36;USDJPY;130.618;130.375;156.074;27.01.2023 20:59;129.911;;;;cancelled
26.01.2023 16:50;Buy;0.32;USDJPY;130.304;130.020;150.617;26.01.2023 22:00;130.224;-2.24;;-19.66;
26.01.2023 16:50;Buy;0.32;USDJPY;130.304;130.020;150.617;26.01.2023 22:00;130.222;-2.24;;-20.15;
26.01.2023 7:13;Sell Stop;0.35;USDJPY;129.027;129.283;104.083;26.01.2023 20:59;130.160;;;;cancelled
26.01.2023 7:13;Sell Stop;0.36;USDJPY;129.027;129.283;104.083;26.01.2023 20:59;130.162;;;;cancelled
26.01.2023 18:41;Buy;0.41;USDJPY;130.605;130.356;151.690;26.01.2023 19:02;130.356;-2.87;;-78.32;[sl]
26.01.2023 18:41;Buy;0.41;USDJPY;130.605;130.356;151.690;26.01.2023 19:02;130.356;-2.87;;-78.32;[sl]
26.01.2023 15:30;Buy;0.39;USDJPY;130.140;129.836;147.336;26.01.2023 15:38;129.823;-2.73;;-95.23;[sl]
26.01.2023 15:30;Buy;0.39;USDJPY;130.140;129.836;147.336;26.01.2023 15:38;129.823;-2.73;;-95.23;[sl]
26.01.2023 6:20;Sell;0.36;USDJPY;129.089;129.354;105.324;26.01.2023 7:12;129.362;-2.52;;-75.97;[sl]
26.01.2023 6:20;Sell;0.36;USDJPY;129.089;129.354;105.324;26.01.2023 7:12;129.362;-2.52;;-75.97;[sl]
26.01.2023 1:35;Sell;0.39;USDJPY;129.248;129.510;108.163;26.01.2023 4:46;129.521;-2.73;;-82.20;[sl]
26.01.2023 1:35;Sell;0.39;USDJPY;129.248;129.510;108.163;26.01.2023 4:46;129.521;-2.73;;-82.20;[sl]
25.01.2023 13:15;Sell;0.30;USDJPY;129.695;130.036;107.505;25.01.2023 21:55;129.520;-2.10;;40.53;
25.01.2023 13:15;Sell;0.30;USDJPY;129.695;130.036;107.505;25.01.2023 21:55;129.520;-2.10;;40.53;
25.01.2023 13:14;Sell;0.29;USDJPY;129.761;130.109;108.134;25.01.2023 21:00;129.536;-2.03;;50.37;
25.01.2023 19:07;Sell Stop;0.26;USDJPY;129.267;129.626;99.651;25.01.2023 20:59;129.545;;;;cancelled
25.01.2023 1:01;Buy Stop;0.29;USDJPY;131.116;130.757;160.700;25.01.2023 20:59;129.544;;;;cancelled
25.01.2023 1:01;Buy Stop;0.29;USDJPY;131.116;130.757;160.700;25.01.2023 20:59;129.544;;;;cancelled
25.01.2023 1:01;Buy Stop;0.31;USDJPY;131.118;130.815;153.342;25.01.2023 20:59;129.545;;;;cancelled
25.01.2023 1:01;Buy Stop;0.31;USDJPY;131.118;130.815;153.342;25.01.2023 20:59;129.545;;;;cancelled
25.01.2023 13:14;Sell;0.29;USDJPY;129.761;129.714;108.134;25.01.2023 19:07;129.716;-2.03;;10.июн;[sl]
24.01.2023 1:01;Sell Stop;0.31;USDJPY;129.729;130.071;111.153;24.01.2023 20:59;130.078;;;;cancelled
24.01.2023 17:21;Buy Stop;0.26;USDJPY;131.118;130.764;153.342;24.01.2023 20:59;130.079;;;;cancelled
24.01.2023 1:01;Sell Stop;0.31;USDJPY;129.729;130.071;111.153;24.01.2023 20:59;130.078;;;;cancelled
24.01.2023 17:21;Buy Stop;0.27;USDJPY;131.118;130.764;153.342;24.01.2023 20:59;130.079;;;;cancelled
24.01.2023 1:01;Sell Stop;0.32;USDJPY;129.042;129.340;99.474;24.01.2023 20:59;130.077;;;;cancelled
24.01.2023 1:01;Sell Stop;0.32;USDJPY;129.042;129.340;99.474;24.01.2023 20:59;130.076;;;;cancelled
24.01.2023 16:52;Buy;0.31;USDJPY;130.925;130.581;160.458;24.01.2023 17:21;130.572;-2.17;;-83.81;[sl]
24.01.2023 16:52;Buy;0.31;USDJPY;130.925;130.581;160.458;24.01.2023 17:21;130.572;-2.17;;-83.81;[sl]
24.01.2023 16:52;Buy;0.31;USDJPY;130.925;130.575;160.458;24.01.2023 17:21;130.565;-2.17;;-85.47;[sl]
24.01.2023 16:52;Buy;0.31;USDJPY;130.925;130.575;160.458;24.01.2023 17:21;130.565;-2.17;;-85.47;[sl]
23.01.2023 15:46;Buy;0.31;USDJPY;130.629;130.301;167.620;23.01.2023 22:00;130.660;-2.17;;июл.35;
23.01.2023 15:46;Buy;0.31;USDJPY;130.629;130.301;167.620;23.01.2023 22:00;130.667;-2.17;;09.фев;
23.01.2023 15:46;Buy;0.33;USDJPY;130.629;130.318;166.756;23.01.2023 22:00;130.670;-2.31;;окт.35;
23.01.2023 15:46;Buy;0.33;USDJPY;130.629;130.318;166.756;23.01.2023 22:00;130.668;-2.31;;сен.85;
23.01.2023 1:01;Sell Stop;0.31;USDJPY;129.042;129.387;103.922;23.01.2023 20:59;130.651;;;;cancelled
23.01.2023 1:01;Sell Stop;0.31;USDJPY;129.042;129.387;103.922;23.01.2023 20:59;130.652;;;;cancelled
23.01.2023 1:01;Sell Stop;0.33;USDJPY;128.353;128.647;92.209;23.01.2023 20:59;130.652;;;;cancelled
23.01.2023 1:01;Sell Stop;0.33;USDJPY;128.353;128.647;92.209;23.01.2023 20:59;130.652;;;;cancelled
20.01.2023 18:03;Buy Stop;0.26;USDJPY;130.612;130.247;168.660;20.01.2023 20:59;129.611;;;;cancelled
20.01.2023 1:01;Sell Stop;0.30;USDJPY;128.297;128.662;91.257;20.01.2023 20:59;129.611;;;;cancelled
20.01.2023 17:21;Buy Stop;0.25;USDJPY;130.612;130.247;168.660;20.01.2023 20:59;129.610;;;;cancelled
20.01.2023 1:01;Sell Stop;0.30;USDJPY;128.297;128.662;91.257;20.01.2023 20:59;129.611;;;;cancelled
20.01.2023 1:01;Sell Stop;0.31;USDJPY;127.763;128.046;109.635;20.01.2023 20:59;129.610;;;;cancelled
20.01.2023 1:01;Sell Stop;0.31;USDJPY;127.763;128.046;109.635;20.01.2023 20:59;129.605;;;;cancelled
20.01.2023 4:06;Buy;0.30;USDJPY;128.892;129.858;146.939;20.01.2023 18:03;129.852;-2.10;;221.79;[sl]
20.01.2023 6:01;Buy;0.31;USDJPY;128.903;129.858;147.024;20.01.2023 18:03;129.852;-2.17;;226.56;[sl]
20.01.2023 11:04;Buy;0.27;USDJPY;129.303;130.036;153.841;20.01.2023 17:21;130.034;-1.89;;151.78;[sl]
20.01.2023 4:06;Buy;0.30;USDJPY;128.892;128.998;146.939;20.01.2023 9:16;128.997;-2.10;;24.42;[sl]
20.01.2023 6:01;Buy;0.31;USDJPY;128.903;128.998;147.024;20.01.2023 9:16;128.997;-2.17;;22.59;[sl]
19.01.2023 1:01;Sell Stop;0.24;USDJPY;127.763;128.169;108.675;19.01.2023 20:59;128.417;;;;cancelled
19.01.2023 1:01;Buy Stop;0.24;USDJPY;128.956;128.550;151.196;19.01.2023 20:59;128.418;;;;cancelled
19.01.2023 1:01;Sell Stop;0.24;USDJPY;127.763;128.169;108.675;19.01.2023 20:59;128.416;;;;cancelled
19.01.2023 1:01;Buy Stop;0.24;USDJPY;128.956;128.550;151.196;19.01.2023 20:59;128.418;;;;cancelled
19.01.2023 1:01;Buy Stop;0.25;USDJPY;131.577;131.219;195.753;19.01.2023 20:59;128.416;;;;cancelled
19.01.2023 1:01;Buy Stop;0.25;USDJPY;131.577;131.219;195.753;19.01.2023 20:59;128.411;;;;cancelled
18.01.2023 9:26;Buy Stop;0.24;USDJPY;131.577;131.195;188.953;18.01.2023 20:59;128.830;;;;cancelled
18.01.2023 17:00;Sell Stop;0.22;USDJPY;127.566;127.962;63.390;18.01.2023 20:59;128.829;;;;cancelled
18.01.2023 8:41;Buy Stop;0.23;USDJPY;131.577;131.195;188.953;18.01.2023 20:59;128.827;;;;cancelled
18.01.2023 17:00;Sell Stop;0.22;USDJPY;127.566;127.962;63.390;18.01.2023 20:59;128.828;;;;cancelled
18.01.2023 16:05;Sell;0.29;USDJPY;127.956;128.262;109.383;18.01.2023 16:37;128.275;-2.03;;-72.12;[sl]
18.01.2023 16:05;Sell;0.29;USDJPY;127.956;128.262;109.383;18.01.2023 16:37;128.275;-2.03;;-72.12;[sl]
18.01.2023 16:05;Sell;0.28;USDJPY;127.956;128.274;109.383;18.01.2023 16:37;128.275;-1.96;;-69.63;[sl]
18.01.2023 16:05;Sell;0.28;USDJPY;127.956;128.274;109.383;18.01.2023 16:37;128.275;-1.96;;-69.63;[sl]
18.01.2023 4:40;Buy;0.28;USDJPY;129.338;130.419;147.762;18.01.2023 9:26;130.416;-1.96;;231.44;[sl]
18.01.2023 4:40;Buy;0.30;USDJPY;129.339;130.419;147.762;18.01.2023 9:26;130.416;-2.10;;247.75;[sl]
18.01.2023 4:40;Buy;0.28;USDJPY;129.338;131.093;147.762;18.01.2023 8:41;131.081;-1.96;;372.32;[sl]
18.01.2023 4:40;Buy;0.30;USDJPY;129.339;131.093;147.762;18.01.2023 8:41;131.081;-2.10;;398.68;[sl]
17.01.2023 17:57;Sell;0.30;USDJPY;128.199;128.514;113.140;17.01.2023 22:00;128.343;-2.10;;-33.66;
17.01.2023 17:57;Sell;0.30;USDJPY;128.199;128.514;113.140;17.01.2023 22:00;128.342;-2.10;;-33.43;
17.01.2023 7:14;Buy Stop;0.27;USDJPY;129.154;128.852;160.034;17.01.2023 20:59;128.398;;;;cancelled
17.01.2023 7:14;Buy Stop;0.27;USDJPY;129.154;128.852;160.034;17.01.2023 20:59;128.397;;;;cancelled
17.01.2023 1:01;Sell Stop;0.32;USDJPY;127.224;127.486;100.936;17.01.2023 20:59;128.397;;;;cancelled
17.01.2023 1:01;Sell Stop;0.32;USDJPY;127.224;127.486;100.936;17.01.2023 20:59;128.397;;;;cancelled
17.01.2023 3:37;Buy;0.30;USDJPY;128.921;128.590;155.155;17.01.2023 7:14;128.592;-2.10;;-76.75;[sl]
17.01.2023 3:37;Buy;0.30;USDJPY;128.921;128.590;155.155;17.01.2023 7:14;128.592;-2.10;;-76.75;[sl]
17.01.2023 3:37;Buy;0.31;USDJPY;128.922;128.602;155.155;17.01.2023 7:13;128.602;-2.17;;-77.14;[sl]
17.01.2023 3:37;Buy;0.31;USDJPY;128.922;128.602;155.155;17.01.2023 7:13;128.602;-2.17;;-77.14;[sl]
16.01.2023 6:57;Sell Stop;0.28;USDJPY;127.224;127.518;93.208;16.01.2023 20:59;128.593;;;;cancelled
16.01.2023 1:01;Buy Stop;0.32;USDJPY;128.867;128.553;155.155;16.01.2023 20:59;128.593;;;;cancelled
16.01.2023 6:57;Sell Stop;0.28;USDJPY;127.224;127.518;93.208;16.01.2023 20:59;128.592;;;;cancelled
16.01.2023 1:01;Buy Stop;0.32;USDJPY;128.867;128.553;155.155;16.01.2023 20:59;128.593;;;;cancelled
16.01.2023 1:01;Buy Stop;0.34;USDJPY;129.432;129.179;161.000;16.01.2023 20:59;128.593;;;;cancelled
16.01.2023 1:01;Buy Stop;0.34;USDJPY;129.432;129.179;161.000;16.01.2023 20:59;128.592;;;;cancelled
16.01.2023 4:29;Sell;0.33;USDJPY;127.373;127.721;95.891;16.01.2023 6:57;127.723;-2.31;;-90.43;[sl]
16.01.2023 4:29;Sell;0.33;USDJPY;127.373;127.721;95.891;16.01.2023 6:57;127.723;-2.31;;-90.43;[sl]
16.01.2023 4:29;Sell;0.32;USDJPY;127.373;127.727;95.891;16.01.2023 6:57;127.735;-2.24;;-90.69;[sl]
16.01.2023 4:29;Sell;0.32;USDJPY;127.373;127.727;95.891;16.01.2023 6:57;127.735;-2.24;;-90.69;[sl]
13.01.2023 16:08;Sell;0.26;USDJPY;128.106;128.049;67.470;13.01.2023 21:00;127.846;-1.82;;52.88;
13.01.2023 16:08;Sell;0.26;USDJPY;128.106;127.955;69.454;13.01.2023 21:00;127.847;-1.82;;52.67;
13.01.2023 1:01;Buy Stop;0.30;USDJPY;130.678;130.330;182.182;13.01.2023 20:59;127.846;;;;cancelled
13.01.2023 1:01;Buy Stop;0.30;USDJPY;130.678;130.330;182.182;13.01.2023 20:59;127.846;;;;cancelled
13.01.2023 1:01;Buy Stop;0.32;USDJPY;132.478;132.200;190.286;13.01.2023 20:59;127.846;;;;cancelled
13.01.2023 1:01;Buy Stop;0.32;USDJPY;132.478;132.200;190.286;13.01.2023 20:59;127.845;;;;cancelled
13.01.2023 8:41;Sell;0.28;USDJPY;128.641;128.590;67.334;13.01.2023 13:32;128.593;-1.96;;окт.45;[sl]
13.01.2023 8:41;Sell;0.28;USDJPY;128.641;128.590;67.334;13.01.2023 11:25;128.638;-1.96;;0.65;[sl]
13.01.2023 2:24;Sell;0.30;USDJPY;128.840;129.160;69.809;13.01.2023 2:44;129.160;-2.10;;-74.33;[sl]
13.01.2023 2:24;Sell;0.30;USDJPY;128.840;129.160;69.809;13.01.2023 2:44;129.160;-2.10;;-74.33;[sl]
12.01.2023 19:33;Sell;0.26;USDJPY;129.496;129.440;75.617;12.01.2023 21:00;129.184;-1.82;;62.79;
12.01.2023 19:33;Sell;0.26;USDJPY;129.496;129.846;75.617;12.01.2023 21:00;129.183;-1.82;;63.00;
12.01.2023 1:01;Buy Stop;0.34;USDJPY;132.698;132.347;188.954;12.01.2023 20:59;129.128;;;;cancelled
12.01.2023 1:01;Buy Stop;0.34;USDJPY;132.698;132.347;188.954;12.01.2023 20:59;129.128;;;;cancelled
12.01.2023 1:01;Buy Stop;0.36;USDJPY;132.873;132.631;145.785;12.01.2023 20:59;129.127;;;;cancelled
12.01.2023 1:01;Buy Stop;0.36;USDJPY;132.873;132.631;145.785;12.01.2023 20:59;129.128;;;;cancelled
12.01.2023 11:18;Sell;0.31;USDJPY;131.366;131.191;107.288;12.01.2023 15:30;131.232;-2.17;;31.65;[sl]
12.01.2023 11:18;Sell;0.31;USDJPY;131.366;131.035;107.288;12.01.2023 15:30;131.232;-2.17;;31.65;[sl]
12.01.2023 4:45;Sell;0.32;USDJPY;131.535;131.820;110.212;12.01.2023 9:02;131.824;-2.24;;-70.15;[sl]
12.01.2023 6:56;Sell;0.32;USDJPY;131.456;131.750;108.988;12.01.2023 8:23;131.754;-2.24;;-72.38;[sl]
12.01.2023 1:10;Sell;0.34;USDJPY;132.037;131.811;119.154;12.01.2023 6:02;131.813;-2.38;;57.78;[sl]
12.01.2023 1:10;Sell;0.36;USDJPY;132.037;131.811;119.154;12.01.2023 6:02;131.813;-2.52;;61.18;[sl]
12.01.2023 1:10;Sell;0.34;USDJPY;132.037;131.992;119.154;12.01.2023 2:52;131.993;-2.38;;ноя.33;[sl]
12.01.2023 1:10;Sell;0.36;USDJPY;132.037;131.992;119.154;12.01.2023 2:52;131.993;-2.52;;12.00;[sl]
11.01.2023 10:22;Buy;0.27;USDJPY;132.610;132.253;149.956;11.01.2023 22:00;132.418;-1.89;;-39.15;
11.01.2023 10:22;Buy;0.27;USDJPY;132.592;132.253;149.956;11.01.2023 22:00;132.414;-1.89;;-36.30;
11.01.2023 1:01;Sell Stop;0.29;USDJPY;131.922;132.257;116.706;11.01.2023 20:59;132.353;;;;cancelled
11.01.2023 1:01;Sell Stop;0.29;USDJPY;131.922;132.257;116.706;11.01.2023 20:59;132.356;;;;cancelled
11.01.2023 1:01;Sell Stop;0.31;USDJPY;131.388;131.686;113.916;11.01.2023 20:59;132.360;;;;cancelled
