Ticket;Open Time;Type;Size;Item;Price;S / L;T / P;Close Time;Price;Commission;Taxes;Swap;Profit;
137868943;26.10.2022 10:07;sell;0.19;usdjpy;147.517;147.198;122.205;26.10.2022 13:06;147.198;-1,33;0,00;0,00;41,18;
137868979;26.10.2022 1:04;buy;0.28;cadjpy;108.864;108.603;118.272;26.10.2022 2:15;108.603;-1,96;0,00;0,00;-49,38;
137868985;26.10.2022 5:08;buy;0.31;nzdjpy;85.276;85.043;98.204;26.10.2022 17:02;85.043;-2,17;0,00;0,00;-49,24;
137869036;26.10.2022 16:48;sell;0.28;cadjpy;108.276;108.148;98.868;26.10.2022 17:59;108.148;-1,96;0,00;0,00;24,44;
137869046;26.10.2022 10:07;sell;0.19;usdjpy;147.517;147.198;122.205;26.10.2022 15:30;147.198;-1,33;0,00;0,00;41,18;
137869087;26.10.2022 1:05;buy;0.16;gbpjpy;169.943;169.480;203.703;26.10.2022 3:08;169.480;-1,12;0,00;0,00;-50,07;
137869112;26.10.2022 10:07;sell;0.18;usdjpy;147.517;147.198;122.205;26.10.2022 13:06;147.198;-1,26;0,00;0,00;39,01;
137869129;26.10.2022 10:07;sell;0.18;usdjpy;147.517;147.198;122.205;26.10.2022 15:30;147.198;-1,26;0,00;0,00;39,01;
137872498;26.10.2022 17:18;sell;0.22;chfjpy;148.194;148.528;132.082;26.10.2022 18:15;148.528;-1,54;0,00;0,00;-50,14;
137872499;26.10.2022 17:18;sell;0.22;chfjpy;148.194;148.528;132.082;26.10.2022 18:15;148.528;-1,54;0,00;0,00;-50,14;
137872501;26.10.2022 17:18;sell;0.21;chfjpy;148.194;148.547;132.082;26.10.2022 18:15;148.547;-1,47;0,00;0,00;-50,58;
137872507;26.10.2022 17:18;sell;0.21;chfjpy;148.194;148.547;132.082;26.10.2022 18:15;148.547;-1,47;0,00;0,00;-50,58;
137881939;26.10.2022 5:08;buy;0.33;nzdjpy;85.276;85.056;98.204;26.10.2022 17:01;85.056;-2,31;0,00;0,00;-49,48;
137881941;26.10.2022 5:08;buy;0.33;nzdjpy;85.276;85.056;98.204;26.10.2022 17:01;85.056;-2,31;0,00;0,00;-49,48;
137885038;26.10.2022 4:47;buy;0.27;cadjpy;108.911;108.915;119.071;26.10.2022 8:16;108.915;-1,89;0,00;0,00;0,73;
137885052;26.10.2022 4:47;buy;0.27;cadjpy;108.911;108.646;119.071;26.10.2022 10:05;108.646;-1,89;0,00;0,00;-48,48;
137894523;26.10.2022 5:46;buy;0.15;gbpjpy;169.969;169.500;204.145;26.10.2022 10:03;169.500;-1,05;0,00;0,00;-47,63;
137894528;26.10.2022 5:46;buy;0.15;gbpjpy;169.969;169.500;204.145;26.10.2022 10:03;169.500;-1,05;0,00;0,00;-47,63;
138017669;26.10.2022 10:23;buy;0.15;gbpjpy;169.980;170.116;204.332;26.10.2022 14:14;170.116;-1,05;0,00;0,00;13,88;
138017676;26.10.2022 10:23;buy;0.15;gbpjpy;169.980;170.116;204.332;26.10.2022 16:13;170.116;-1,05;0,00;0,00;13,86;
138137733;26.10.2022 17:00;sell;0.16;usdjpy;146.710;146.645;109.942;26.10.2022 21:00;146.353;-1,12;0,00;0,00;39,03;
138201531;26.10.2022 17:00;sell;0.16;usdjpy;146.710;147.152;110.278;26.10.2022 21:00;146.355;-1,12;0,00;0,00;38,81;
138270237;26.10.2022 18:09;buy;0.28;nzdjpy;85.483;85.240;100.875;26.10.2022 20:32;85.240;-1,96;0,00;0,00;-46,47;
138270272;26.10.2022 18:09;buy;0.28;nzdjpy;85.483;85.240;100.875;26.10.2022 20:32;85.240;-1,96;0,00;0,00;-46,47;
138439638;27.10.2022 8:08;sell;0.16;gbpjpy;169.320;169.125;148.856;27.10.2022 11:47;169.125;-1,12;0,00;0,00;21,39;
138439640;27.10.2022 13:50;sell;0.30;nzdjpy;84.831;85.056;72.847;27.10.2022 14:23;85.056;-2,10;0,00;0,00;-46,09;
138439686;27.10.2022 8:08;sell;0.16;gbpjpy;169.320;169.125;148.856;27.10.2022 13:45;169.125;-1,12;0,00;0,00;21,32;
138439693;27.10.2022 13:50;sell;0.30;nzdjpy;84.831;85.056;72.847;27.10.2022 14:23;85.056;-2,10;0,00;0,00;-46,09;
138439742;27.10.2022 20:22;buy;0.28;nzdjpy;85.580;85.342;97.564;27.10.2022 21:50;85.342;-1,96;0,00;0,00;-45,57;
138439768;27.10.2022 8:08;sell;0.15;gbpjpy;169.320;169.125;148.856;27.10.2022 11:47;169.125;-1,05;0,00;0,00;20,05;
138439775;27.10.2022 2:33;sell;0.15;usdjpy;146.224;146.137;111.248;27.10.2022 6:52;146.137;-1,05;0,00;0,00;8,93;
138439776;27.10.2022 13:37;sell;0.28;nzdjpy;84.988;85.231;75.516;27.10.2022 15:31;85.231;-1,96;0,00;0,00;-46,44;
138439799;27.10.2022 20:22;buy;0.28;nzdjpy;85.580;85.342;97.564;27.10.2022 21:50;85.342;-1,96;0,00;0,00;-45,57;
138439815;27.10.2022 8:08;sell;0.15;gbpjpy;169.320;169.125;148.856;27.10.2022 13:45;169.125;-1,05;0,00;0,00;19,99;
138439816;27.10.2022 13:37;sell;0.28;nzdjpy;84.988;85.231;75.516;27.10.2022 15:31;85.231;-1,96;0,00;0,00;-46,44;
138439822;27.10.2022 2:33;sell;0.15;usdjpy;146.224;146.074;111.248;27.10.2022 12:05;146.074;-1,05;0,00;0,00;15,40;
138439986;27.10.2022 20:22;buy;0.30;nzdjpy;85.580;85.355;97.564;27.10.2022 21:34;85.355;-2,10;0,00;0,00;-46,18;
138439987;27.10.2022 20:22;buy;0.30;nzdjpy;85.580;85.355;97.564;27.10.2022 21:34;85.355;-2,10;0,00;0,00;-46,18;
138442429;27.10.2022 8:24;sell;0.23;cadjpy;107.350;107.643;80.582;27.10.2022 12:14;107.643;-1,61;0,00;0,00;-46,06;
138442436;27.10.2022 8:24;sell;0.23;cadjpy;107.350;107.643;80.582;27.10.2022 12:14;107.643;-1,61;0,00;0,00;-46,06;
138442716;27.10.2022 6:42;sell;0.20;chfjpy;148.142;147.594;132.750;27.10.2022 11:43;147.594;-1,40;0,00;0,00;75,16;
138442729;27.10.2022 6:42;sell;0.20;chfjpy;148.142;147.852;132.750;27.10.2022 12:05;147.852;-1,40;0,00;0,00;39,70;
138449744;27.10.2022 8:24;sell;0.24;cadjpy;107.350;107.627;80.582;27.10.2022 12:12;107.627;-1,68;0,00;0,00;-45,46;
138449746;27.10.2022 8:24;sell;0.24;cadjpy;107.350;107.627;80.582;27.10.2022 12:12;107.627;-1,68;0,00;0,00;-45,46;
138451210;27.10.2022 6:42;sell;0.21;chfjpy;148.142;147.594;132.750;27.10.2022 11:43;147.594;-1,47;0,00;0,00;78,92;
138451226;27.10.2022 6:42;sell;0.21;chfjpy;148.142;147.852;132.750;27.10.2022 12:05;147.852;-1,47;0,00;0,00;41,68;
138520746;27.10.2022 7:54;sell;0.15;usdjpy;145.916;145.817;106.012;27.10.2022 10:28;145.817;-1,05;0,00;0,00;10,18;
138639042;27.10.2022 18:38;sell;0.19;chfjpy;147.246;147.614;118.014;27.10.2022 20:06;147.614;-1,33;0,00;0,00;-47,85;
138648835;27.10.2022 18:38;sell;0.19;chfjpy;147.246;147.614;118.046;27.10.2022 20:06;147.614;-1,33;0,00;0,00;-47,85;
139037162;28.10.2022 12:18;buy;0.16;gbpjpy;170.253;170.743;194.749;28.10.2022 21:00;171.108;-1,12;0,00;0,00;92,64;
139037163;28.10.2022 4:54;buy;0.32;nzdjpy;85.585;85.694;97.809;28.10.2022 7:22;85.694;-2,24;0,00;0,00;23,87;
139037218;28.10.2022 12:18;buy;0.16;gbpjpy;170.253;170.431;194.749;28.10.2022 21:00;171.108;-1,12;0,00;0,00;92,64;
139037257;28.10.2022 12:00;buy;0.15;gbpjpy;170.021;170.170;190.805;28.10.2022 15:30;170.170;-1,05;0,00;0,00;15,17;
139037266;28.10.2022 10:11;buy;0.13;usdjpy;146.935;147.377;176.151;28.10.2022 14:24;147.377;-0,91;0,00;0,00;38,99;
139037271;28.10.2022 4:54;buy;0.32;nzdjpy;85.585;85.655;97.809;28.10.2022 8:31;85.655;-2,24;0,00;0,00;15,31;
139037306;28.10.2022 12:00;buy;0.15;gbpjpy;170.021;170.431;190.805;28.10.2022 21:00;171.108;-1,05;0,00;0,00;110,42;
139037313;28.10.2022 10:11;buy;0.13;usdjpy;146.935;147.377;176.151;28.10.2022 16:51;147.377;-0,91;0,00;0,00;38,99;
139037322;28.10.2022 4:54;buy;0.30;nzdjpy;85.585;85.694;97.809;28.10.2022 7:22;85.694;-2,10;0,00;0,00;22,38;
139037354;28.10.2022 4:54;buy;0.30;nzdjpy;85.585;85.655;97.809;28.10.2022 8:31;85.655;-2,10;0,00;0,00;14,36;
139037742;28.10.2022 10:11;buy;0.14;usdjpy;146.935;147.377;176.151;28.10.2022 14:24;147.377;-0,98;0,00;0,00;41,99;
139037760;28.10.2022 10:11;buy;0.14;usdjpy;146.935;147.377;176.151;28.10.2022 16:51;147.377;-0,98;0,00;0,00;41,99;
139037836;28.10.2022 3:53;buy;0.22;cadjpy;108.076;108.279;123.772;28.10.2022 14:24;108.279;-1,54;0,00;0,00;30,30;
139037842;28.10.2022 3:53;buy;0.22;cadjpy;108.076;108.279;123.772;28.10.2022 17:10;108.279;-1,54;0,00;0,00;30,28;
139040381;28.10.2022 3:53;buy;0.23;cadjpy;108.076;107.801;123.772;28.10.2022 9:44;107.801;-1,61;0,00;0,00;-43,22;
139040386;28.10.2022 3:53;buy;0.23;cadjpy;108.076;107.801;123.772;28.10.2022 9:44;107.801;-1,61;0,00;0,00;-43,22;
139041254;28.10.2022 12:09;buy;0.18;chfjpy;148.339;147.978;166.099;28.10.2022 14:38;147.978;-1,26;0,00;0,00;-44,15;
139041259;28.10.2022 12:09;buy;0.18;chfjpy;148.339;147.978;166.099;28.10.2022 14:38;147.978;-1,26;0,00;0,00;-44,15;
139457477;28.10.2022 17:54;buy;0.14;gbpjpy;170.872;170.395;204.216;28.10.2022 21:00;171.109;-0,98;0,00;0,00;22,47;
139693599;31.10.2022 4:02;buy;0.41;nzdjpy;86.127;85.961;103.679;31.10.2022 4:32;85.961;-2,87;0,00;0,00;-45,95;
139693725;31.10.2022 3:03;buy;0.19;usdjpy;147.859;148.066;177.779;31.10.2022 6:23;148.066;-1,33;0,00;0,00;26,56;
139693734;31.10.2022 4:02;buy;0.41;nzdjpy;86.127;85.961;103.679;31.10.2022 4:32;85.961;-2,87;0,00;0,00;-45,95;
139693739;31.10.2022 1:50;buy;0.19;gbpjpy;171.390;171.657;211.646;31.10.2022 6:58;171.657;-1,33;0,00;0,00;34,31;
139693816;31.10.2022 4:02;buy;0.39;nzdjpy;86.127;85.952;103.679;31.10.2022 4:32;85.952;-2,73;0,00;0,00;-46,07;
139693875;31.10.2022 4:02;buy;0.39;nzdjpy;86.127;85.952;103.679;31.10.2022 4:32;85.952;-2,73;0,00;0,00;-46,07;
139693964;31.10.2022 3:03;buy;0.19;usdjpy;147.859;148.605;177.779;31.10.2022 20:06;148.605;-1,33;0,00;0,00;95,38;
139694024;31.10.2022 1:50;buy;0.19;gbpjpy;171.390;171.453;211.646;31.10.2022 8:13;171.453;-1,33;0,00;0,00;8,10;
139698134;31.10.2022 3:00;buy;0.31;cadjpy;108.629;108.714;124.629;31.10.2022 6:25;108.714;-2,17;0,00;0,00;17,80;
139698136;31.10.2022 3:00;buy;0.31;cadjpy;108.629;108.754;124.629;31.10.2022 21:00;108.969;-2,17;0,00;0,00;70,91;
139708528;31.10.2022 3:25;buy;0.27;chfjpy;148.537;148.284;168.153;31.10.2022 8:21;148.284;-1,89;0,00;0,00;-46,21;
139708532;31.10.2022 3:25;buy;0.27;chfjpy;148.537;148.284;168.153;31.10.2022 8:21;148.284;-1,89;0,00;0,00;-46,21;
139737682;31.10.2022 4:59;buy;0.36;nzdjpy;86.127;85.941;102.815;31.10.2022 11:48;85.941;-2,52;0,00;0,00;-45,16;
139737693;31.10.2022 4:59;buy;0.36;nzdjpy;86.127;85.941;102.815;31.10.2022 11:48;85.941;-2,52;0,00;0,00;-45,16;
139760526;31.10.2022 11:34;buy;0.18;usdjpy;148.284;148.637;185.004;31.10.2022 17:16;148.637;-1,26;0,00;0,00;42,75;
139760818;31.10.2022 15:03;buy;0.29;cadjpy;108.912;108.681;126.832;31.10.2022 16:01;108.681;-2,03;0,00;0,00;-45,04;
139782962;31.10.2022 14:59;buy;0.25;chfjpy;148.764;148.495;169.868;31.10.2022 15:56;148.495;-1,75;0,00;0,00;-45,21;
139782965;31.10.2022 14:59;buy;0.25;chfjpy;148.764;148.495;169.868;31.10.2022 15:56;148.495;-1,75;0,00;0,00;-45,21;
139862504;31.10.2022 12:56;buy;0.34;nzdjpy;86.294;86.103;102.086;31.10.2022 14:38;86.103;-2,38;0,00;0,00;-43,68;
139862520;31.10.2022 12:56;buy;0.34;nzdjpy;86.294;86.103;102.086;31.10.2022 14:38;86.103;-2,38;0,00;0,00;-43,68;
139930665;31.10.2022 18:56;buy;0.33;nzdjpy;86.338;86.145;102.834;31.10.2022 21:00;86.434;-2,31;0,00;0,00;21,31;
139930676;31.10.2022 18:56;buy;0.33;nzdjpy;86.338;86.145;102.834;31.10.2022 21:00;86.434;-2,31;0,00;0,00;21,31;
139975715;31.10.2022 16:37;buy;0.27;cadjpy;108.944;108.712;121.584;31.10.2022 21:54;109.061;-1,89;0,00;0,00;21,26;
140017099;31.10.2022 17:56;buy;0.16;usdjpy;148.792;148.404;175.352;31.10.2022 22:00;148.616;-1,12;0,00;0,00;-18,95;
140159412;01.11.2022 4:21;sell;0.23;gbpjpy;170.330;170.614;141.594;01.11.2022 5:06;170.614;-1,61;0,00;0,00;-44,01;
140159429;01.11.2022 12:45;sell;0.26;usdjpy;147.484;147.350;125.628;01.11.2022 16:32;147.350;-1,82;0,00;0,00;23,64;
140159458;01.11.2022 12:45;sell;0.26;usdjpy;147.484;147.739;125.628;01.11.2022 17:00;147.739;-1,82;0,00;0,00;-44,88;
140159470;01.11.2022 4:21;sell;0.23;gbpjpy;170.330;170.614;141.594;01.11.2022 5:06;170.614;-1,61;0,00;0,00;-44,01;
140159493;01.11.2022 9:19;sell;0.24;usdjpy;147.739;148.025;129.963;01.11.2022 10:50;148.025;-1,68;0,00;0,00;-46,37;
140159503;01.11.2022 9:19;sell;0.24;usdjpy;147.739;148.025;129.963;01.11.2022 10:50;148.025;-1,68;0,00;0,00;-46,37;
140160037;01.11.2022 16:43;sell;0.40;cadjpy;108.536;108.715;96.200;01.11.2022 17:00;108.715;-2,80;0,00;0,00;-48,46;
140160039;01.11.2022 16:43;sell;0.40;cadjpy;108.536;108.715;96.200;01.11.2022 17:00;108.715;-2,80;0,00;0,00;-48,46;
140160714;01.11.2022 9:19;sell;0.39;chfjpy;147.996;148.174;135.084;01.11.2022 9:27;148.174;-2,73;0,00;0,00;-46,92;
140160723;01.11.2022 9:19;sell;0.39;chfjpy;147.996;148.174;135.084;01.11.2022 9:27;148.174;-2,73;0,00;0,00;-46,92;
140165307;01.11.2022 2:34;buy;0.40;cadjpy;109.217;109.053;125.137;01.11.2022 4:18;109.053;-2,80;0,00;0,00;-44,18;
140166049;01.11.2022 2:05;buy;0.45;nzdjpy;86.553;86.586;105.289;01.11.2022 6:30;86.586;-3,15;0,00;0,00;10,02;
140169119;01.11.2022 2:34;buy;0.40;cadjpy;109.217;109.053;125.137;01.11.2022 4:18;109.053;-2,80;0,00;0,00;-44,18;
140188466;01.11.2022 4:41;buy;0.44;nzdjpy;86.681;86.533;103.913;01.11.2022 10:24;86.533;-3,08;0,00;0,00;-44,08;
140191623;01.11.2022 7:45;buy;0.39;cadjpy;109.286;109.120;124.742;01.11.2022 9:18;109.120;-2,73;0,00;0,00;-43,75;
140191629;01.11.2022 7:45;buy;0.39;cadjpy;109.286;109.120;124.742;01.11.2022 9:18;109.120;-2,73;0,00;0,00;-43,75;
140207105;01.11.2022 10:08;sell;0.22;gbpjpy;170.325;170.105;141.509;01.11.2022 15:00;170.105;-1,54;0,00;0,00;32,89;
140207106;01.11.2022 10:08;sell;0.22;gbpjpy;170.325;170.274;141.509;01.11.2022 16:49;170.274;-1,54;0,00;0,00;7,61;
140228790;01.11.2022 7:24;buy;0.42;nzdjpy;86.826;86.674;104.282;01.11.2022 10:08;86.674;-2,94;0,00;0,00;-43,25;
140290803;01.11.2022 10:26;sell;0.33;chfjpy;147.887;148.073;133.231;01.11.2022 10:32;148.073;-2,31;0,00;0,00;-41,52;
140290951;01.11.2022 10:26;sell;0.33;chfjpy;147.887;148.073;133.231;01.11.2022 10:32;148.073;-2,31;0,00;0,00;-41,52;
140327552;01.11.2022 12:45;sell;0.19;usdjpy;147.503;147.350;125.951;01.11.2022 16:32;147.350;-1,33;0,00;0,00;19,73;
140327613;01.11.2022 12:45;sell;0.19;usdjpy;147.503;147.808;125.951;01.11.2022 17:03;147.808;-1,33;0,00;0,00;-39,21;
140432098;01.11.2022 18:47;sell;0.18;gbpjpy;169.659;169.974;136.347;01.11.2022 19:06;169.974;-1,26;0,00;0,00;-38,36;
140483887;01.11.2022 18:47;sell;0.19;gbpjpy;169.659;169.974;136.347;01.11.2022 19:06;169.974;-1,33;0,00;0,00;-40,49;
140561995;01.11.2022 19:14;sell;0.31;cadjpy;108.411;108.594;94.075;01.11.2022 20:06;108.594;-2,17;0,00;0,00;-38,28;
140562107;01.11.2022 19:14;sell;0.31;cadjpy;108.411;108.594;94.075;01.11.2022 20:06;108.594;-2,17;0,00;0,00;-38,28;
140573186;01.11.2022 19:19;sell;0.18;gbpjpy;169.577;169.894;141.385;01.11.2022 20:23;169.894;-1,26;0,00;0,00;-38,50;
140573302;01.11.2022 19:19;sell;0.18;gbpjpy;169.577;169.894;141.385;01.11.2022 20:23;169.894;-1,26;0,00;0,00;-38,50;
140652790;02.11.2022 3:36;sell;0.42;nzdjpy;86.291;86.419;76.067;02.11.2022 5:56;86.419;-2,94;0,00;0,00;-36,50;
140652796;02.11.2022 3:59;sell;0.22;gbpjpy;169.483;169.728;146.059;02.11.2022 6:19;169.728;-1,54;0,00;0,00;-36,58;
140652867;02.11.2022 13:56;sell;0.21;usdjpy;146.991;147.250;117.615;02.11.2022 15:15;147.250;-1,47;0,00;0,00;-36,94;
140652883;02.11.2022 3:36;sell;0.42;nzdjpy;86.291;86.419;76.067;02.11.2022 5:56;86.419;-2,94;0,00;0,00;-36,50;
140652921;02.11.2022 3:59;sell;0.22;gbpjpy;169.483;169.728;146.059;02.11.2022 6:19;169.728;-1,54;0,00;0,00;-36,58;
140652931;02.11.2022 13:56;sell;0.21;usdjpy;146.991;147.250;117.615;02.11.2022 15:15;147.250;-1,47;0,00;0,00;-36,94;
140652966;02.11.2022 3:36;sell;0.40;nzdjpy;86.291;86.427;76.067;02.11.2022 5:56;86.427;-2,80;0,00;0,00;-36,93;
140652985;02.11.2022 3:59;sell;0.21;gbpjpy;169.483;169.743;146.059;02.11.2022 6:21;169.743;-1,47;0,00;0,00;-37,07;
140652990;02.11.2022 13:56;sell;0.20;usdjpy;146.991;147.265;117.615;02.11.2022 15:15;147.265;-1,40;0,00;0,00;-37,21;
140653012;02.11.2022 3:36;sell;0.40;nzdjpy;86.291;86.427;76.067;02.11.2022 5:56;86.427;-2,80;0,00;0,00;-36,93;
140653021;02.11.2022 3:59;sell;0.21;gbpjpy;169.483;169.743;146.059;02.11.2022 6:21;169.743;-1,47;0,00;0,00;-37,07;
140653024;02.11.2022 13:56;sell;0.20;usdjpy;146.991;147.265;117.615;02.11.2022 15:15;147.265;-1,40;0,00;0,00;-37,21;
140654630;02.11.2022 3:36;sell;0.34;cadjpy;108.387;108.547;93.667;02.11.2022 7:06;108.547;-2,38;0,00;0,00;-36,84;
140655315;02.11.2022 3:36;sell;0.33;cadjpy;108.387;108.549;93.667;02.11.2022 7:06;108.549;-2,31;0,00;0,00;-36,21;
140655350;02.11.2022 3:36;sell;0.32;cadjpy;108.387;108.245;93.667;02.11.2022 15:15;108.245;-2,24;0,00;0,00;30,86;
140655355;02.11.2022 3:36;sell;0.32;cadjpy;108.387;108.350;93.667;02.11.2022 9:36;108.350;-2,24;0,00;0,00;8,03;
140659139;02.11.2022 2:48;sell;0.34;chfjpy;147.885;147.672;135.117;02.11.2022 6:12;147.672;-2,38;0,00;0,00;49,15;
140659472;02.11.2022 2:48;sell;0.34;chfjpy;147.885;147.823;135.117;02.11.2022 6:52;147.823;-2,38;0,00;0,00;14,29;
140659591;02.11.2022 2:48;sell;0.32;chfjpy;147.885;147.672;135.117;02.11.2022 6:12;147.672;-2,24;0,00;0,00;46,27;
140659594;02.11.2022 2:48;sell;0.32;chfjpy;147.885;147.823;135.117;02.11.2022 6:52;147.823;-2,24;0,00;0,00;13,46;
140715676;02.11.2022 10:19;sell;0.28;chfjpy;147.427;147.614;127.331;02.11.2022 11:00;147.614;-1,96;0,00;0,00;-35,54;
140717222;02.11.2022 10:15;sell;0.18;gbpjpy;169.327;168.877;143.407;02.11.2022 21:00;168.727;-1,26;0,00;0,00;73,61;
140717231;02.11.2022 10:15;sell;0.18;gbpjpy;169.327;169.216;143.407;02.11.2022 21:00;168.709;-1,26;0,00;0,00;75,83;
140727379;02.11.2022 10:19;sell;0.28;chfjpy;147.427;147.614;127.331;02.11.2022 11:00;147.614;-1,96;0,00;0,00;-35,54;
140760741;02.11.2022 13:50;sell;0.27;cadjpy;108.078;108.266;88.414;02.11.2022 15:15;108.266;-1,89;0,00;0,00;-34,47;
140792832;02.11.2022 13:56;sell;0.27;chfjpy;147.372;147.560;126.396;02.11.2022 14:26;147.560;-1,89;0,00;0,00;-34,52;
140792841;02.11.2022 13:56;sell;0.27;chfjpy;147.372;147.560;126.396;02.11.2022 14:26;147.560;-1,89;0,00;0,00;-34,52;
140880175;02.11.2022 17:36;sell;0.26;chfjpy;147.287;147.478;124.951;02.11.2022 20:59;147.478;-1,82;0,00;0,00;-33,76;
140880192;02.11.2022 17:36;sell;0.26;chfjpy;147.287;147.478;124.951;02.11.2022 21:00;147.478;-1,82;0,00;0,00;-33,76;
140893774;02.11.2022 16:31;sell;0.25;cadjpy;107.939;107.884;92.003;02.11.2022 20:14;107.884;-1,75;0,00;0,00;9,35;
140893784;02.11.2022 16:31;sell;0.25;cadjpy;107.939;108.131;92.003;02.11.2022 21:00;107.805;-1,75;0,00;0,00;22,84;
141219694;03.11.2022 10:56;buy;0.17;usdjpy;148.002;148.142;185.330;03.11.2022 15:05;148.142;-1,19;0,00;0,00;16,07;
141219715;03.11.2022 2:13;sell;0.36;nzdjpy;85.927;85.926;73.847;03.11.2022 6:56;85.926;-2,52;0,00;0,00;0,24;
141219722;03.11.2022 3:26;sell;0.17;gbpjpy;168.169;168.157;133.817;03.11.2022 8:07;168.157;-1,19;0,00;0,00;1,38;
141219754;03.11.2022 10:56;buy;0.17;usdjpy;148.002;148.065;185.330;03.11.2022 16:35;148.065;-1,19;0,00;0,00;7,23;
141219773;03.11.2022 2:13;sell;0.36;nzdjpy;85.927;85.923;73.847;03.11.2022 9:42;85.923;-2,52;0,00;0,00;0,97;
141220166;03.11.2022 3:58;sell;0.30;cadjpy;107.476;107.638;85.540;03.11.2022 4:09;107.638;-2,10;0,00;0,00;-32,95;
141220251;03.11.2022 3:26;sell;0.17;gbpjpy;168.169;165.992;133.817;03.11.2022 21:00;165.744;-1,19;0,00;0,00;278,03;
141220254;03.11.2022 3:58;sell;0.30;cadjpy;107.476;107.638;85.540;03.11.2022 4:09;107.638;-2,10;0,00;0,00;-32,95;
141221597;03.11.2022 10:32;sell;0.28;chfjpy;146.706;146.882;120.210;03.11.2022 11:00;146.882;-1,96;0,00;0,00;-33,32;
141221599;03.11.2022 10:32;sell;0.28;chfjpy;146.706;146.882;120.210;03.11.2022 11:00;146.882;-1,96;0,00;0,00;-33,32;
141221605;03.11.2022 10:32;sell;0.26;chfjpy;146.706;146.892;120.210;03.11.2022 11:00;146.892;-1,82;0,00;0,00;-32,69;
141221874;03.11.2022 10:32;sell;0.26;chfjpy;146.706;146.892;120.210;03.11.2022 11:00;146.892;-1,82;0,00;0,00;-32,69;
141246553;03.11.2022 13:24;buy;0.17;usdjpy;148.372;148.084;191.620;03.11.2022 15:06;148.084;-1,19;0,00;0,00;-33,06;
141246559;03.11.2022 13:24;buy;0.17;usdjpy;148.372;148.084;191.620;03.11.2022 15:06;148.084;-1,19;0,00;0,00;-33,06;
141252643;03.11.2022 4:22;sell;0.28;cadjpy;107.475;107.645;86.035;03.11.2022 5:02;107.645;-1,96;0,00;0,00;-32,30;
141252694;03.11.2022 4:22;sell;0.28;cadjpy;107.475;107.645;86.035;03.11.2022 5:02;107.645;-1,96;0,00;0,00;-32,30;
141268260;03.11.2022 16:17;sell;0.28;cadjpy;107.431;107.602;86.951;03.11.2022 17:48;107.602;-1,96;0,00;0,00;-32,40;
141268262;03.11.2022 16:17;sell;0.28;cadjpy;107.431;107.602;86.951;03.11.2022 17:48;107.602;-1,96;0,00;0,00;-32,40;
141285920;03.11.2022 10:32;sell;0.32;nzdjpy;85.685;85.454;69.765;03.11.2022 17:24;85.454;-2,24;0,00;0,00;50,04;
141298766;03.11.2022 10:20;sell;0.16;gbpjpy;167.873;167.165;134.017;03.11.2022 14:04;167.165;-1,12;0,00;0,00;76,36;
141318081;03.11.2022 10:32;sell;0.33;nzdjpy;85.685;85.487;69.765;03.11.2022 17:28;85.487;-2,31;0,00;0,00;44,26;
141357219;03.11.2022 11:23;sell;0.21;chfjpy;146.621;146.360;125.789;03.11.2022 19:04;146.360;-1,47;0,00;0,00;36,99;
141357226;03.11.2022 11:23;sell;0.21;chfjpy;146.621;146.424;125.789;03.11.2022 19:12;146.424;-1,47;0,00;0,00;27,91;
141446866;03.11.2022 14:33;sell;0.14;gbpjpy;166.686;167.021;121.054;03.11.2022 15:00;167.021;-0,98;0,00;0,00;-31,64;
141466914;03.11.2022 15:00;sell;0.14;gbpjpy;166.487;165.992;118.919;03.11.2022 18:21;165.992;-0,98;0,00;0,00;46,88;
141481690;03.11.2022 15:59;buy;0.14;usdjpy;148.430;148.102;192.606;03.11.2022 16:28;148.102;-0,98;0,00;0,00;-31,01;
141710821;04.11.2022 16:02;sell;0.19;usdjpy;147.111;147.375;125.719;04.11.2022 16:44;147.375;-1,33;0,00;0,00;-34,04;
141710823;04.11.2022 8:13;buy;0.36;nzdjpy;86.182;86.043;102.582;04.11.2022 8:46;86.043;-2,52;0,00;0,00;-33,82;
141710847;04.11.2022 16:02;sell;0.19;usdjpy;147.111;147.375;125.719;04.11.2022 16:44;147.375;-1,33;0,00;0,00;-34,04;
141710859;04.11.2022 20:23;buy;0.15;gbpjpy;166.375;166.001;186.791;04.11.2022 21:00;166.562;-1,05;0,00;0,00;19,08;
141710861;04.11.2022 8:13;buy;0.36;nzdjpy;86.182;86.043;102.582;04.11.2022 8:46;86.043;-2,52;0,00;0,00;-33,82;
141710872;04.11.2022 15:47;sell;0.18;usdjpy;147.539;147.210;132.995;04.11.2022 19:40;147.210;-1,26;0,00;0,00;40,23;
141710883;04.11.2022 20:23;buy;0.15;gbpjpy;166.375;166.001;186.791;04.11.2022 21:00;166.562;-1,05;0,00;0,00;19,09;
141710887;04.11.2022 6:45;buy;0.34;nzdjpy;85.967;85.987;98.927;04.11.2022 10:10;85.987;-2,38;0,00;0,00;4,60;
141710892;04.11.2022 15:47;sell;0.18;usdjpy;147.539;147.396;132.995;04.11.2022 21:00;146.990;-1,26;0,00;0,00;67,23;
141710903;04.11.2022 6:45;buy;0.34;nzdjpy;85.967;85.814;98.927;04.11.2022 10:42;85.814;-2,38;0,00;0,00;-35,18;
